0,9.75e-07,0
6.77508269524911e-11,9.75000002678086e-07,7.90702659853711e-05
2.03252480857473e-10,9.75000024110411e-07,0.000237241413780247
4.74255788667438e-10,9.75000131232512e-07,0.000553163642451968
1.01626240428737e-09,9.75000601217253e-07,0.00117933923008742
2.10027563552722e-09,9.7500253896265e-07,0.00238142545872542
4.26830209800694e-09,9.75010021988411e-07,0.00443007615827198
6.43632856048666e-09,9.75021308113823e-07,0.00588108208890763
8.60435502296637e-09,9.75035148889143e-07,0.00682233942176093
1.07723814854461e-08,9.75050749005088e-07,0.00757209489006635
1.18563947166859e-08,9.75059192901027e-07,0.00800711417419396
1.29404079479258e-08,9.75068140754371e-07,0.00850134471951953
1.40244211791657e-08,9.75077626350187e-07,0.00899939638247498
1.51084344104055e-08,9.75087613967985e-07,0.0094028538851205
1.61924476416454e-08,9.75097925647893e-07,0.00957771803168121
1.71680595497612e-08,9.75107226071775e-07,0.00944724735076497
1.80461102670655e-08,9.75115380326158e-07,0.00908141853410784
1.89241609843698e-08,9.75123114140131e-07,0.00849978529534289
1.98022117016741e-08,9.75130259890563e-07,0.00775585493563505
2.06802624189784e-08,9.75136710710293e-07,0.00693421636005173
2.15583131362827e-08,9.75142448461621e-07,0.00616319421476425
2.23485587818565e-08,9.75147108977167e-07,0.00567887067124222
2.31388044274304e-08,9.75151530740679e-07,0.00559496432795463
2.39290500730042e-08,9.75156120885174e-07,0.00615080574747953
2.5509541364152e-08,9.75168500520278e-07,0.0103343192830435
2.58160625229098e-08,9.7517188485461e-07,0.011784153664052
2.64291048404254e-08,9.75180172410362e-07,0.0154090950844464
2.7042147157941e-08,9.75190976693477e-07,0.0200039227084271
2.76551894754566e-08,9.75204883271742e-07,0.0255113363514763
2.82682317929722e-08,9.75222415294795e-07,0.0318010313032501
2.94943164280035e-08,9.75269898013282e-07,0.0458647590478038
3.01073587455191e-08,9.75300226323477e-07,0.0530470110509597
3.07204010630347e-08,9.75334857832677e-07,0.0598479942179721
3.10269222217925e-08,9.75353689211079e-07,0.0629928552232284
3.13334433805503e-08,9.75373452546689e-07,0.0659199818703114
3.16399645393081e-08,9.75394075773035e-07,0.068599344622332
3.19464856980659e-08,9.75415479046288e-07,0.0710063573107859
3.25595280155815e-08,9.75460274338567e-07,0.0749303719362172
3.37856126506128e-08,9.75555150997754e-07,0.0789813584302865
3.5011697285644e-08,9.75651959930494e-07,0.0782004365938403
3.56247396031596e-08,9.7569937296416e-07,0.0763448401834373
3.62377819206752e-08,9.75745428188887e-07,0.0738049809138979
3.68508242381908e-08,9.75789774961454e-07,0.0708208296005924
3.74638665557065e-08,9.75832220063024e-07,0.0676456451311358
3.80769088732221e-08,9.75872728324946e-07,0.0645440960636242
